class,type,name,showif,value,label,optional,,
answer_below_label,"rating_button 0,10,1",fuerza18,contact18==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name06`?",,,
answer_below_label,"rating_button 0,10,1",fuerza19,contact19==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name07`?",,,
answer_below_label,"rating_button 0,10,1",fuerza20,contact20==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name08`?",,,
answer_below_label,"rating_button 0,10,1",fuerza21,contact21==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name09`?",,,
answer_below_label,"rating_button 0,10,1",fuerza22,contact22==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name05`?",,,
answer_below_label,"rating_button 0,10,1",fuerza23,contact23==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name06`?",,,
answer_below_label,"rating_button 0,10,1",fuerza24,contact24==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name07`?",,,
answer_below_label,"rating_button 0,10,1",fuerza25,contact25==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name08`?",,,
answer_below_label,"rating_button 0,10,1",fuerza26,contact26==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name09`?",,,
answer_below_label,"rating_button 0,10,1",fuerza27,contact27==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name05` y `r person_name06`?",,,
answer_below_label,"rating_button 0,10,1",fuerza28,contact28==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name05` y `r person_name07`?",,,
answer_below_label,"rating_button 0,10,1",fuerza29,contact29==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name05` y `r person_name08`?",,,
answer_below_label,"rating_button 0,10,1",fuerza30,contact30==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name05` y `r person_name09`?",,,
answer_below_label,"rating_button 0,10,1",fuerza31,contact31==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name06` y `r person_name07`?",,,
answer_below_label,"rating_button 0,10,1",fuerza32,contact32==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name06` y `r person_name08`?",,,
answer_below_label,"rating_button 0,10,1",fuerza33,contact33==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name06` y `r person_name09`?",,,
answer_below_label,"rating_button 0,10,1",fuerza34,contact34==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name08`?",,,
answer_below_label,"rating_button 0,10,1",fuerza35,contact35==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name09`?",,,
answer_below_label,"rating_button 0,10,1",fuerza36,contact36==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name09`?",,,
answer_below_label,"rating_button 0,10,1",fuerza37,contact37==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name10`?",,,
answer_below_label,"rating_button 0,10,1",fuerza38,contact38==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name11`?",,,
answer_below_label,"rating_button 0,10,1",fuerza39,contact39==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name12`?",,,
answer_below_label,"rating_button 0,10,1",fuerza40,contact40==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza41,contact41==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza42,contact42==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza43,contact43==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza44,contact44==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza45,contact45==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza46,contact46==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza47,contact47==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza48,contact48==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name10`?",,,
answer_below_label,"rating_button 0,10,1",fuerza49,contact49==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name11`?",,,
answer_below_label,"rating_button 0,10,1",fuerza50,contact50==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name12`?",,,
answer_below_label,"rating_button 0,10,1",fuerza51,contact51==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza52,contact52==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza53,contact53==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza54,contact54==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza55,contact55==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza56,contact56==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza57,contact57==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza58,contact58==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza59,contact59==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name10`?",,,
answer_below_label,"rating_button 0,10,1",fuerza60,contact60==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name11`?",,,
answer_below_label,"rating_button 0,10,1",fuerza61,contact61==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name12`?",,,
answer_below_label,"rating_button 0,10,1",fuerza62,contact62==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza63,contact63==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza64,contact64==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza65,contact65==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza66,contact66==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza67,contact67==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza68,contact68==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza69,contact69==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza70,contact70==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name10`?",,,
answer_below_label,"rating_button 0,10,1",fuerza71,contact71==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name11`?",,,
answer_below_label,"rating_button 0,10,1",fuerza72,contact72==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name12`?",,,
answer_below_label,"rating_button 0,10,1",fuerza73,contact73==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza74,contact74==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza75,contact75==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza76,contact76==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza77,contact77==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza78,contact78==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name04` y `r person_name18`?",,,
